"59","Marlboro Shop:
Marlboro Shop:
Marlboro Shop:
Marlboro Shop:
Marlboro Shop:
ВКЛЮЧАЕТСЯ СПАМ МОГУ НЕ ОТВЕЧАТЬ ОЖИДАЙТЕ БОЛЬШЕ 3х СООБЩЕНИЙ НЕ ПИСАТЬ!!!!!!!!!:
Наш прайс-лист на 16.01.2018*



Кристаллы *

Уфа:
0.5-800р*
1гр-1400р*
2гр-2000р*

Кемерово:
5гр – 8500р*
10гр – 13500р*

Юрга:
2гр – 4000р*




Твердый*:


Березовский:
3гр – 1350р*

Верхняя чебула:
5гр – 1800р*
10гр – 3000р*

Красноярск:
10гр – 2500р*
20гр – 4800р*

Кемерово:
50гр – 15000р*


Минусинск:
2гр – 1000р*

Мариинск:
2гр – 1000р*
5гр – 2000р*(тв россыпью)

РОСС:

Кемерово:
4гр – 1500р*

Березовский:
10гр – 3000р*

Анжеро-Судженск:
10гр – 3000р*

Новокузнецк:
20гр – 5000р*

Киселевск:
20гр – 5000р*

ОПТ НАЛИЧИЕ И ПО ЗАПРОСУ

Оператор после 00.00
@marIborotrue1

Ветка: https://legalrc.com/threads/kemerovo-marlboro-novokuzneckanzhero-sudzhenskleninsk-kuzneckijbelovokiselevskprokopevsk.276195/

https://t.me/joinchat/HQi9qz9y7Fw9H9IEtGXRTg
Канал  https://t.me/marlborotrue_Reviews","Продажа наркотиков",NULL,NULL
"63","Прайс на 15.01.2018♐️
➖➖➖➖➖➖➖➖➖➖➖➖
✅ Оператор:@doroga290 ✔️ждет вас!! ежедневно✔️

     🔮розавая СК 

🔮 крис 0.5г (1300руб)
🔮 крис 0.3г (1000руб)


💎 КРИС - БЕЛЫЙ 

💎 крис 1г    (2400руб)  
💎 крис 0.5г (1200руб)

    🗻 СК мука - ВВ 

🗻 мука 1г   (1800руб)
🗻 мука 0.5г (1000руб)  
🗻 мука 0,3г (800руб)

     🌾РОСС -ДИЧКА

🌾 росс 3г (1300руб) 
🌾 росс 2г (1000руб) 
🌾 росс 1г (600руб)

    💣 ТВ (1k15)

🏈 Тв 3г - 1300 р 

    🔔 Опт предзаказ 🔔 

     💎 Скорость  ♨️ ✔️

💎 3г - 5000 Руб.
💎 5г -  7000 Руб.
💎 10г - 11000 Руб.
💎 15г -  16000 руб.

     🍂 Росс. ♨️ ✔️

🍂 7г -  3500 Руб.
🍂 10г - 4500 Руб.

      🌕  РЕГА 1к70 ♨️✔️

🌕 3г - 8100 Руб.
🌕 5г - 11500 Руб.
https://t.me/joinchat/AAAAAFJRIYvdpS6zL_5wvw","Продажа наркотиков",NULL,NULL
"70","Price:
 Хим
Росс роз-3гр-800р
Росс роз-5гр-1300р

Тв.шоколад.3гр-900р
Тв.шоколад.5гр-1500р

Ск бел.0,3-600р
Ск бел.0,8-1800р
Ск бел.1,5гр-2600р

Меф.1гр-1700р
Меф.2гр-2200р

Реагент.0,5гр-1200р
Реагент.1гр-2500р


      Натур
Gash.1гр-900р
Gash.3гр-1700р
Gash.5гр-2800р
Gash.10гр-3800р
 
    White widow.
Шишки.2шт-900р
Шишки.3шт-1700р
Шишки.4шт-2900р
Шишки.5шт-4700р

 Амфетамин(роз/бел) 

(Бел)
Амф.0.5гр-700р
Амф.1гр-1600р
Амф.3гр-2900р
Амф.5гр-3700р
                                    
(Роз)
Амф.1гр-2300р
Амф.3гр-3100р
Амф.5гр-4800р
 
 Экстази (диски)
HelloKitty.5тб-3600р(220мг)
Trump.5тб-2500(170мг)

HelloKitty.1тб-1000р
Trump.1тб-600р

 Марки(n-bome B+C)

PartyMix.1шт-700р
PartyMix.3шт-1200р
PartyMix.5шт-1900р

Gera.1гр-2400р

VIP.МАМАколумбия

COCA.0.5гр-3800р
COCA.1гр-6300р
————————————-
УТОЧНЯЙТЕ РАЙОН , РЕКВИЗИТЫ  И О НАЛИЧИИ ТОВАРА ПЕРЕД ОПЛАТОЙ !!!
ПРИЯТНЫХ И РОВНЫХ ПОКУПОК)
Оператор @Vodnik777","Продажа наркотиков",NULL,NULL
"72","Мистер Прет приветствует Вас! 

Сегодня в наличии:
0.3гр ск - 900р
0.5гр ск - 1200р
1гр ск - 2200р
2гр тв - 800р
2гр росс - 800р
2шт марки - 1000р
0.5гр реагент - 1200р
0.5гр мефедрон - 1300р

Все адреса с фото! Проб нет!

Оператор: @mrpret_official

Чат -> https://t.me/joinchat/AAAAAEA54eiNA6-rUSWk1g

Канал -> https://t.me/joinchat/AAAAAEuZwojwHv06kYMPiw","Продажа наркотиков",NULL,NULL
"77","🎄🎄🎄🎁🌟🌟🌟
Оператор в сети ✅                                                                                                                                                                                                       🆔 @ABRIKOS170 📩 🎅
🔮NEW „СК""РОЗОВЫЙ КРИСС
💎 „СК"" БЕЛЫЙ КРИСС  
     🔮💎  0,2 - {600}Ꝑ💰   
     🔮💎  0,3 - {900}Ꝑ💰
     🔮💎  0,5 - {1200}Ꝑ💰
     🔮💎  1гр - {2200}Ꝑ💰         
""СК"" 0,3; 0,5; 1гр с бонусом 🎁                                                                                                                                                                                                                                                                                          💥💥💥💥💥💥💥💥💥💥💥
      ☠️ ГЕРОИН{fentanil} ☠️                                                                                                                                                                                      0,3 гр-1100Ꝑ💰 0,5 гр-1400Ꝑ💰 
   0,7-1600Ꝑ💰1гр-2400Ꝑ💰                                                                                                                                                                  ☄️💥☄️💥☄️💥☄️💥☄️💥☄️
      💣 РЕАГЕНТ {1/45} 💣                                                                                                                                                                                              ▪️0,5-1300Ꝑ💰◾️1г-2400Ꝑ💰                                                                                                                                                               ◼2г-4000Ꝑ💰⬛️5г-8500Ꝑ💰
   🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥                                                                                                                                                   🌾🍀 РОСС Мощная {1/70}                                                                                                                                                                                                                                                     🍃  Мята➕Ромашка  🌼  
  🍂 2гр-800Ꝑ💰4гр-1400Ꝑ💰                                                                                                                                                                          
    💣💣💣💣💣💣💣💣💣💣
   🍫  ТВЕРДЫЙ МИКС                             
  ▪️1гр-600Ꝑ 💰◼2гр-950Ꝑ💰 
  ♣♥♠♦♣♥♦♣️♥️
️❌  Наш  🆕 Чат 🐾🐾🐾   
https://t.me/joinchat/FZMVV0WkGmmYXPNU-_X3rA                                                                                                                                             
       🔥🔥🔥🔥🔥🔥🔥
📣  Канал Отзывов ✔️
https://t.me/joinchat/AAAAAEwTlrqP4V6iZWWbQw  
➖➖➖➖➖➖➖➖➖➖
⚜ Старый канал ⚜
https://t.me/joinchat/AAAAAEDslO4vgyNtDdhyJg
                   🎲 🎲 
   ‼️ рулет на 💎0,3 ск 🎁 
           ⏰ 17:00 по мск","Продажа наркотиков",NULL,NULL
"83","Привнот на 200 человек,! 10г ТВ 
интересующюю вас позицию в прайсе уточняйте наличие перед оплатой

💎ск белый крис💫
💎05ск-1500💲 ✔
💎03ск-1000💲 ✔ 
💎1гр- 2200💲 ✔ 
                                                        
🆕ТВ 💣💫
🆕3гр-1300💲 ✔
🆕5гр-1800💲✔
🆕2гр-1000💲 ✔
🆕10гр 3000 💲 ✔


👇👇👇👇👇👇👇👇👇
ПРОБ НЕТ И НЕ БУДЕТ
НАШ ЧАТ https://t.me/joinchat/HwZ2wg_CpJ2XUTzqbyiyEA
ОПЕРАТОР @MrPresidentoshop
ТРЕБУЮТСЯ КУРЬЕРЫ ЗАЛОГ МИНИМИЛЕН!","Продажа наркотиков",NULL,NULL
"92","⚜️♻️ С вами магазин ♻️⚜️
         
     ❕ 🛍❖ Dom-Sbita ❖🛍❕
 
🔰♨️♨️♨️♨️♨️♨️♨️♨️♨️🔰

             ✅ ПРАЙС ✅

               📎Росс: 🔰

          🍂(1гр) – 550р
          🍂(2гр) - 1000р
          🍂(3гр) – 1300р

            📎Скорость:🔰

       💎 (0.2) – 600р
       💎 (0.3) – 900р
       💎 (0,5) – 1200р
       💎 (1гр) – 2000р

             📎 Тв:🔰

         🌑 1г - 500р
         🌑 2г - 800р
         🌑 3г - 1200р

      📎Комбо адреса✅

💎🍂 0.3СК + 1г росс - 1200р
💎🍂 0.5СК + 1г росс - 1550р
💎🌑 0.3СК + 1г ТВ - 1400р

🖍Контакт: @DomSbita24_rc","Продажа наркотиков",NULL,NULL
"131","🎄Свежие клады по 🎅  НОВОГОДНИМ ЦЕНАМ!

⚜ ОПЕРАТОР: @Eklad_Shop

Тех.поддержка : 
@Eklad_Support

-❄АМФЕТАМИН❄ (💯0.5г - 210 , 1г - 335🔝)
-🌴ШИШКИ🌴 [💯 1г - 200 , 2г - 330 , 5г - 700 / White Widow, OG Kush, Гагарин  🔝]
-🌴РОССЫПЬ🌴 [💯 3г - 150 , 10г - 400 / С СОРТА: WW, OGKUSH  🔝]
-❗A-PVP❗(💯0.25г - 200 , 0.5г - 330, 1г - 550🔝)
-♥MDMA♥ (💯0.25г - 280, 0.5г - 400грн, 1г - 730 / 92% NETHERLANDS🔝)


❌Новинка : Enzo Red Diamond❌
Описание товара: Мощнейший Стимулятор ! Центральной нервной системы.

Все способы употребления, главное не переборщить😱
Районы уточняйте у оператора!✍

➡Еженедельная скидка⬅
Только сегодня с 7:00 по 23:00 скидка!📣
На весь товар -20%, успей затариться на выходные🎁💊🎉

https://postimg.org/image/letnsp8bh/","Продажа наркотиков",NULL,NULL
"158","📝 15.01.2018

✴ СК Крисс 
0.3гр - 900/1000 руб.
0.5гр -1200/1300 руб.
1 гр - 2200 руб.
2 гр - 4300 руб.

✴ Гашиш (EVRO) 
1гр - 900 руб 
3гр -2200 руб

✴Твердый 
2гр - 1000 руб
5гр - 2400 руб 

✴ Фентанил 
0.5гр - 1800 руб

В наличии появилось комбо:

✴ 0.3гр СК + ТВ 2гр - 1600 руб.

⭐️Все адреса с 2 фото⭐️ 

⛄️ Оператор:  @Konstruktorslego

⭐️ Список рабочих городов на канале!  
 
 🌨 Наш канал: 
https://t.me/Konstruktors_lego24","Продажа наркотиков",NULL,NULL
"165","Наш прайс-лист на 15.01.2018*



Кристаллы *


Кемерово:
5гр – 8500р*
10гр – 13500р*

Юрга:
2гр – 4000р*




Твердый*:


Березовский:
3гр – 1350р*

Верхняя чебула:
5гр – 1800р*
10гр – 3000р*

Красноярск:
10гр – 2500р*
20гр – 4800р*

Кемерово:
50гр – 15000р*


Минусинск:
2гр – 1000р*

Мариинск:
2гр – 1000р*
5гр – 2000р*(тв россыпью)

РОСС:

Кемерово:
4гр – 1500р*

Березовский:
10гр – 3000р*

Анжеро-Судженск:
10гр – 3000р*

Новокузнецк:
20гр – 5000р*

Киселевск:
20гр – 5000р*

ОПТ НАЛИЧИЕ И ПО ЗАПРОСУ

Ветка: https://legalrc.com/threads/kemerovo-marlboro-novokuzneckanzhero-sudzhenskleninsk-kuzneckijbelovokiselevskprokopevsk.276195/

https://t.me/joinchat/HQi9qz9y7Fw9H9IEtGXRTg
Канал  https://t.me/marlborotrue_Reviews","Продажа наркотиков",NULL,NULL
"166","🔊🔊🔊РАЗДАЧА ПРОБ. 
СЕГОДНЯ В 18:00 ПО МСК
1️⃣0️⃣ ПОБЕДИТЕЛЕЙ🔊🔊🔊
🐾🐾Заходи на наш канал и читай правила получения проб в закрепленных сообщениях🐾🐾
🔥Мы есть на LegalRC! Спрашивайте ветку у нашего оператора  @Соwbоys_Shoр_Орег🔥

     
   🔆СКОРОСТЬ КРИСТАЛЛЫ  
▪️ 0.33 г - 900
▪️0.55 г - 1200
▪️ 1 г - 2500
🔵/⚪️ 2 г - 4800

💥ТВ/РОСС💥

☃️ 1 г - 900
 ☃️ 2 г - 1150
 ☃️3г - 1600

🌳НАТУРАЛЬНЫЕ ШИШКИ🌳

🐉 1 г - 1200
🐉 2 г - 2200

 🔴НАША ГРУППА: https://t.me/joinchat/HQpDNA68-gYkAH_54fAqKrQ
🔴ВСЕ ПРОДАЖИ ЧЕРЕЗ  ОПЕРАТОРА: @Соwbоys_Shoр_Орег
🔴НАШ КАНАЛ С НОВОСТЯМИ И  ОТЗЫВАМИ: https://t.me/joinchat/AABAAEtRGIqkad_GnAqNEA","Продажа наркотиков",NULL,NULL
"214","🎄Наличие товара🎄
📝Челябинск 
💎Ск 03 гр 900💵
💎Ск 05 гр 1100💵
🍂Росс 2 гр 700💵
📝Миасс
💎Ск 03 гр 900💵
🍂Росс 2 гр 700💵
📝Златоуст 
💎Ск 03 гр 900💵
Жду всех в ЛС💥","Продажа наркотиков",NULL,NULL
"282","🎓Доброго времени суток🎓
   ⛱Добро пожаловать⛱
     🔥NATURAL ISKOROST🔥
Подвал добросовестных и честных.
 ✅Контакты операторов:✅
            👑 @iSKOROST 👑

                       Qiwi
             +79051158989
           Комментарий-ник. 

    ❤️ Москва и Санкт-Петербург  ❤️
Другие Города строго в лс: @iSKOROST
 🎇 Качественный товар 🎇
          📜Прайс лист 📜
        🍚FEN РОЗОВЫЙ🍚
    0.5гр - 800р  1гр - 1300р
               2гр - 2600р

             🍃БОШКИ🍃
  Amneziam Dark 1гр - 1400р
  Amneziam Dark  2гр -2500р
  Amneziam Dark. 3гр - 3900
  Amneziam Dark.  5гр- 6000
  Amneziam Dark.  10гр-10000р
  

              💊 ТАБЛЫ💊пусто
💚Heineken💚220мг MDMA💚
                 1шт - 1100 р 
                  2шт- 2 000р
                  3шт -2900р
                  5шт -4500р
                  10шт-8500р
                  25шт-17000р
                  50шт-30000р

    🍫ГАШИШ🍫(PREMIUM)
     0.5 - 700р)  1гр - 1200р
    2гр - 2100р  3гр - 3200р
    5гр - 4500р. 10гр-8500р 
       🍫ГАШИШ🍫(EVRO)
              1гр - 1100р 
       🍫ГАШИШ🍫(ZERO)
                  1гр - 900р

              🔥🔥ОПТ🔥🔥
   🍫ГАШИШ🍫(PREMIUM)
     25гр - 14к 🍫 50гр - 24к
   100гр - 45к 🍫 200гр - 80к

     📮Правила магазина📮
1. Прежде чем залить денги вы соглашаетесь с правилами магазина.
2. Перед оплатой уточняем номер киви у оператора @iSKOROST
3. Комментарий строго свой ник.
4. Замен нет..
Проб нет..
Ботов нет..

⚙️  Отзывы :@iSKOT
📡 Новостная: @iSKLENTA✨","Продажа наркотиков",NULL,NULL
"284","https://t.me/joinchat/HiHVZkVOsATMMgoIyd_6pg



💎СК (кри)
0.5- 1400
1г -  2300
~~~~~~~~~
🏃АМФ Pink
0.5     800
1       1300
2       2000
5       4500
~~~~~~~~
🌹СП 
2г      900
10г  2600
20г  4800
50г   9400
~~~~~~~~~~~~
☯Extazy 220mg
2шт    1500
5шт    3500
10шт  6300

@Secrets_job","Продажа наркотиков",NULL,NULL
